date,headline,close_t_plus_2,log_return,volatility_3d,positive_score,negative_score,neutral_score
2019-01-27,Tech Giants Step To The Plate (Stocks To Watch Podcast),47.540000915527344,0.0,0.0,0.10800201,0.023515612,0.8684823
2019-01-27,Self-Driving. Too Many Wolf Cries? Or Are We Ignoring The Elephant In The Room?,47.540000915527344,0.0,0.0,0.029855575,0.42698383,0.5431606
2019-01-27,"Intel: Not Necessarily Appealing, Amidst No More Growth",47.540000915527344,0.0,0.0,0.15916751,0.029298631,0.81153387
2019-01-28,"Dow Jones Futures: Caterpillar, Nvidia, Apple Woes Put China Trade Talks In Focus",47.540000915527344,0.0,0.0,0.17764491,0.13660654,0.6857486
2019-01-28,Intel (INTC) Stock Moves -0.7%: What You Should Know,47.540000915527344,0.0,0.0,0.06477932,0.079498485,0.8557222
2019-01-28,AMD: Ramification Of Intel Miss,47.540000915527344,0.0,0.0,0.053236976,0.049075086,0.8976879
2019-01-28,Tracking Ken Fisher's Fisher Asset Management Portfolio - Q4 2018 Update,47.540000915527344,0.0,0.0,0.029618505,0.023353757,0.9470276
2019-01-28,"Why Boeing Is a Strong Buy Stock and News from CAT, NVDA, & VALE",47.540000915527344,0.0,0.0,0.46559387,0.0190036,0.5154025
2019-01-28,AMD Q4 Earnings: It's All About Q1 Revenue Guidance,47.540000915527344,0.0,0.0,0.054135364,0.03045835,0.91540635
2019-01-28,S&P 500 On Pace To Increase Over 100% In 2019,47.540000915527344,0.0,0.0,0.947302,0.019021967,0.033675984
2019-01-28,"Nvida, Intel Big Misses, AMD?",47.540000915527344,0.0,0.0,0.05891435,0.02585593,0.9152297
2019-01-28,Intel: Buy Or Sell?,47.540000915527344,0.0,0.0,0.036794923,0.033499043,0.9297061
2019-01-28,Intel plans $11B Israel investment - Globes,47.540000915527344,0.0,0.0,0.13132562,0.009480507,0.85919386
2019-01-28,"Company News for Jan 28, 2019",47.540000915527344,0.0,0.0,0.019775812,0.06779571,0.91242856
2019-01-28,Chip stocks slide after Nvidia's warning,47.540000915527344,0.0,0.0,0.012386496,0.9466776,0.04093591
2019-01-28,ClearBridge Aggressive Growth Strategy Portfolio Manager Commentary Q4 2018,47.540000915527344,0.0,0.0,0.058084514,0.02048962,0.9214259
2019-01-28,Why Dividend Growth Investing Is Best,47.119998931884766,0.0,0.0,0.053750183,0.024062345,0.92218757
2019-01-28,Is 2019 Uncertainty Good For Intel Investors?,47.119998931884766,0.0,0.0,0.12594275,0.04596006,0.8280973
2019-01-29,Semis Hold Support,47.119998931884766,-0.008873964514739596,0.005123385801364093,0.081704974,0.06840785,0.84988725
2019-01-29,Expected Dividend Increases In February 2019,47.119998931884766,0.0,0.005123385801364093,0.7543714,0.030966185,0.2146624
2019-01-29,"Top Analyst Reports for JPMorgan, Intel & Comcast",47.119998931884766,0.0,0.005123385801364093,0.033631552,0.0394709,0.9268975
2019-01-29,Intel: Is The Market Too Pessimistic?,47.119998931884766,0.0,0.0,0.020979542,0.7430513,0.23596914
2019-01-29,Intel: Buy For Solid Financials Despite A Bumpy Year Ahead,47.119998931884766,0.0,0.0,0.9477275,0.022794122,0.029478373
2019-01-29,Nvidia: From Darling To Dead Weight,47.119998931884766,0.0,0.0,0.04338091,0.051988117,0.9046309
2019-01-29,"Jerome Dodson Sells eBay, Intel",47.119998931884766,0.0,0.0,0.03922036,0.023044897,0.9377347
2019-01-29,"Forget INTC & NVDA, Buy These 4 Semiconductor Stocks Instead",47.119998931884766,0.0,0.0,0.043587547,0.027956363,0.92845607
2019-01-29,Micron: What's Happening With 3D XPoint?,47.119998931884766,0.0,0.0,0.025359508,0.22487178,0.7497686
2019-01-29,NVIDIA (NVDA) Down on Reduction in Revenue Forecast for Q4,47.119998931884766,0.0,0.0,0.010273026,0.97242945,0.017297601
2019-01-29,Who's Taking Control Of Brexit? (Wall Street Breakfast Podcast),47.119998931884766,0.0,0.0,0.031040095,0.065272555,0.90368736
2019-01-29,Israel finance minister confirms Intel investment,47.119998931884766,0.0,0.0,0.13229905,0.044294808,0.8234061
2019-01-29,Wall Street Breakfast: Who's Taking Control Of Brexit?,48.72999954223633,0.0,0.0,0.028530477,0.11408642,0.85738313
2019-01-29,Which Are The Best Semiconductor Stocks Now?,48.72999954223633,0.0,0.0,0.040609345,0.031039644,0.92835104
2019-01-30,AMD Is Gaining Much More Rapidly Against Nvidia Than The Market Realizes,48.72999954223633,0.03359733078618627,0.019397427973457542,0.9349125,0.011720404,0.05336702
2019-01-30,Breaking Down Apple's (AAPL) Dismal Q1 iPhone & Greater China Revenues,48.72999954223633,0.0,0.019397427973457542,0.010500763,0.9465376,0.042961705
2019-01-30,"Most Active Equity Options And Strikes For Midday - Wednesday, Jan. 30",48.72999954223633,0.0,0.019397427973457542,0.022530198,0.084648155,0.89282167
2019-01-30,Susquehanna doubts Intel-Mellanox report,48.72999954223633,0.0,0.0,0.023204328,0.0678146,0.908981
2019-01-30,"Semis, suppliers gain on Apple, AMD reports",48.72999954223633,0.0,0.0,0.8682751,0.07756333,0.054161604
2019-01-30,"Hot Options Report For End Of Day - Wednesday, Jan. 30",48.72999954223633,0.0,0.0,0.025642592,0.18608968,0.78826773
2019-01-30,"AMD Misses on Q4 Earnings & Revenues Estimates, Shares Down",48.72999954223633,0.0,0.0,0.016388109,0.92716223,0.056449648
2019-01-30,Seagate (STX) to Report Q2 Earnings: Disappointment in Store?,48.72999954223633,0.0,0.0,0.011490671,0.94473,0.04377931
2019-01-30,"Wall Street Breakfast: Markets Await Powell, Fed Decision",48.72999954223633,0.0,0.0,0.03961651,0.05182289,0.9085606
2019-01-30,"The Zacks Analyst Blog Highlights: JPMorgan, Intel, Comcast, Kinder Morgan and Discover Financial",48.72999954223633,0.0,0.0,0.026887497,0.031124722,0.94198775
2019-01-30,Intel offered up to $6B for Mellanox - Calcalist,49.220001220703125,0.0,0.0,0.6824909,0.008479855,0.30902925
2019-01-30,Microsoft a Must Buy Ahead of Q2 Earnings,49.220001220703125,0.0,0.0,0.08771579,0.014042887,0.8982414
2019-01-31,Nasdaq Leads Again As DowDuPont Hurts Dow Jones; When To Buy Facebook Stock,49.220001220703125,0.010005222302330181,0.005776517789552373,0.082306825,0.088625595,0.8290675
2019-01-31,Intel: Any Epyc Impact?,49.220001220703125,0.0,0.005776517789552373,0.039700944,0.5274512,0.43284786
2019-01-31,Here's Why Microsoft (MSFT) Stock Looks Strong After Q2 Earnings,49.220001220703125,0.0,0.005776517789552373,0.82550424,0.014875054,0.1596208
2019-01-31,Should Intel Buy Mellanox?,49.220001220703125,0.0,0.0,0.051396843,0.01611741,0.9324857
2019-01-31,Intel finally names permanent CEO,50.0099983215332,0.0,0.0,0.037549987,0.050904434,0.91154563
2019-01-31,"The Tao Of Dogs Of The Dow: Load, Then Rinse And Repeat Next Year",50.0099983215332,0.0,0.0,0.032923657,0.02587172,0.94120467
2019-02-01,"Different Mix, Same Results For Mellanox",50.0099983215332,0.015922882104321495,0.009193080269204687,0.16698399,0.014163069,0.81885296
2019-02-01,"35 Firms Going Ex-Dividend Next Week, Including Starbucks, Intel And Exxon Mobil",49.900001525878906,0.0,0.009193080269204687,0.07004481,0.03609785,0.89385736
2019-02-01,Samsung Electronics: Shares Move Ahead Of Earnings As Infrastructure Investment Cycle Begins,49.900001525878906,0.0,0.009193080269204687,0.91990006,0.04812853,0.03197147
2019-02-02,VC Deals: Go-Jek Closes Half Of $2B Goal,49.900001525878906,-0.002201918531980198,0.0012712782571723648,0.08012112,0.28484172,0.63503724
2019-02-03,Option Generator's Portfolio Review: January,49.900001525878906,0.0,0.0012712782571723648,0.018003812,0.054844677,0.9271516
2019-02-03,EV Company News For The Month Of January 2019,49.900001525878906,0.0,0.0012712782571723648,0.020177474,0.065423004,0.9143995
2019-02-03,Week 6 Breakout Forecast: Short-Term Picks To Give You An Edge,49.900001525878906,0.0,0.0,0.6636341,0.021610133,0.31475577
2019-02-03,Is Intel A Long Term Buy?,49.900001525878906,0.0,0.0,0.065361574,0.017606158,0.9170323
2019-02-04,AMD: Expecting Upside,49.900001525878906,0.0,0.0,0.096998096,0.025435034,0.8775669
2019-02-04,Intel leads $30M round in SaaS platform,49.900001525878906,0.0,0.0,0.19950029,0.01106777,0.7894319
2019-02-04,AMD: EPYC'ly Setting The Bar,49.900001525878906,0.0,0.0,0.08625359,0.01206724,0.9016793
2019-02-04,"The Zacks Analyst Blog Highlights: Intel, Texas Instruments, Xilinx, Lam Research and ASML",49.22999954223633,0.0,0.0,0.029004246,0.022942655,0.9480531
2019-02-04,How To Construct A Crash-Resistant Income Portfolio,49.22999954223633,0.0,0.0,0.060444187,0.02739307,0.91216284
2019-02-05,Dividend Portfolio Review: 22% Y/Y Growth In January,49.22999954223633,-0.013517848864568758,0.007804533680823443,0.87964964,0.030253764,0.09009658
2019-02-05,"Western Digital Has Meaningful Downside Protection, But Limited Upside",49.22999954223633,0.0,0.007804533680823443,0.44413292,0.051543508,0.50432354
2019-02-05,AMD: Share Gain Story,49.22999954223633,0.0,0.007804533680823443,0.6855048,0.0379054,0.2765898
2019-02-05,Micron: Buy On The Breakout,49.22999954223633,0.0,0.0,0.12140866,0.011109764,0.86748165
2019-02-05,"Dow Jones, Nasdaq Lead As More Top Stocks Break Out",49.22999954223633,0.0,0.0,0.3916313,0.11948617,0.48888257
2019-02-05,Boeing (BA) Stock Looks Like a Strong Buy at Supersonic Highs,48.84000015258789,0.0,0.0,0.9207392,0.01456093,0.064699866
2019-02-05,"Apple, Boeing Boost Dow In Stock Market Today; Growth Names Rally",48.84000015258789,0.0,0.0,0.71536005,0.026715225,0.25792468
